 Reading in ../all_reals.csv
 length of input table       183603 x          40
 length of work table       367206 x          22
 Reading in ../df08_plantList.csv
 length of input table          802 x          11
 Coverting inputs to radians
 Will now do search through the input table to find linkable sources
  KBO_ID   N_OBS    RATE   ANGLE   STDEV    NCOR   RRATE  RANGLE    RMAG
   96421     765    2.95 -171.67    0.10       1    2.83    7.92   23.46
   96421      21    4.11 -171.78    0.20       1    2.83    7.92   23.46
   96421       4    3.30 -160.30    0.08       1    2.83    7.92   23.46
   66880     558    2.76 -167.23    0.12       1    2.63   12.20   22.34
   66880      27    5.05 -175.85    0.43       1    2.63   12.20   22.34
   66880      23    9.44  110.14    0.15       1    2.63   12.20   22.34
   66880      15    8.14  153.29    0.29       2    2.63   12.20   22.34
   33254     852    3.16 -172.90    0.09       1    2.91    6.52   22.75
   20721      15    8.40 -117.16    0.93       1    2.56    6.74   25.19
   78205      25    5.36  -75.94    0.66       3    1.51    6.25   24.73
   20721      21    2.63 -158.73    0.62       1    2.56    6.74   25.19
   46837       7    5.34 -118.86    0.90       3    2.81    6.45   25.89
   78205       5    7.12  -65.84    0.70       3    1.51    6.25   24.73
   46837      18    4.37  113.23    0.75       2    2.81    6.45   25.89
   70698       4    4.67 -148.10    0.89       3    1.32    5.23   26.35
   46837       8    1.72   57.08    0.52       1    2.81    6.45   25.89
   20721      10   13.60   72.88    0.45       1    2.56    6.74   25.19
   46837      10    0.71  -56.90    0.57       1    2.81    6.45   25.89
   46837       4    1.15 -177.62    0.55       1    2.81    6.45   25.89
   46837       4    2.82  -33.02    0.77       1    2.81    6.45   25.89
   46837       4    2.76   43.29    0.91       3    2.81    6.45   25.89
   20721      15    9.92   70.23    0.80       1    2.56    6.74   25.19
   20721       9    9.02 -111.22    0.69       1    2.56    6.74   25.19
   20721      46   10.32   26.99    0.69       2    2.56    6.74   25.19
   20721      17    1.63   -8.23    0.94       1    2.56    6.74   25.19
   20721      18    1.67  -73.82    0.74       1    2.56    6.74   25.19
   20721      43   13.31   35.23    0.89       2    2.56    6.74   25.19
   20721       7    3.12  -28.70    0.89       1    2.56    6.74   25.19
   20721      48    9.77   29.83    0.86       2    2.56    6.74   25.19
   22922      11   16.83   27.12    0.63       3    2.63    7.21   23.07
   48938     195    5.48  -23.32    0.96       2    2.56    7.74   26.72
   48938     113    9.56  -26.49    0.89       2    2.56    7.74   26.72
   48938      36    7.88  -30.06    0.47       2    2.56    7.74   26.72
   48938       5    0.59  148.13    0.91       1    2.56    7.74   26.72
   48938       8    1.60 -107.37    0.96       1    2.56    7.74   26.72
   48938       6    2.89  -37.18    0.39       1    2.56    7.74   26.72
   48938      12    0.51  -67.34    0.82       1    2.56    7.74   26.72
   48938      35    6.38  -28.52    0.09       2    2.56    7.74   26.72
   48938       7    3.82  -58.18    0.85       1    2.56    7.74   26.72
   48938       9    2.16 -156.82    0.74       1    2.56    7.74   26.72
   48938       5    1.64   73.32    0.81       1    2.56    7.74   26.72
   48938      19    0.83  -16.64    0.57       1    2.56    7.74   26.72
   48938       5    2.55  -15.48    0.40       1    2.56    7.74   26.72
   48938       4    3.07   14.58    0.84       2    2.56    7.74   26.72
   48938     361    1.03 -169.20    0.85       3    2.56    7.74   26.72
   48938       6    1.80  136.92    0.85       1    2.56    7.74   26.72
   48938       5    2.48  131.72    0.92       1    2.56    7.74   26.72
   69341       5    4.53 -166.71    0.85       1    2.08    7.87   26.73
   69341       6    3.87  161.01    0.68       1    2.08    7.87   26.73
   69341       5    3.68 -176.76    0.85       1    2.08    7.87   26.73
   69341      22    7.07  148.48    0.99       1    2.08    7.87   26.73
   69341       8    2.95  165.71    0.20       1    2.08    7.87   26.73
   63424     210    2.40  178.37    0.09       1    2.05    8.43   23.27
   63424     959    2.25 -171.75    0.16       1    2.05    8.43   23.27
   63424     130    3.66 -169.27    0.12       1    2.05    8.43   23.27
   63424     205    9.01  -61.46    0.55       3    2.05    8.43   23.27
   38855     229    2.94 -179.11    0.07       1    2.80    7.69   22.18
   38855     263    3.20 -171.61    0.09       1    2.80    7.69   22.18
   63424      16    3.94 -116.34    0.24       1    2.05    8.43   23.27
   63424     109    8.25  -63.08    0.44       3    2.05    8.43   23.27
   63424      41   12.34  -12.63    0.98       3    2.05    8.43   23.27
   61498      10   10.49  -77.46    0.97       1    1.92    4.93   26.97
   63424      21   12.24    0.87    0.48       3    2.05    8.43   23.27
   63424      11   12.95   -7.64    0.96       3    2.05    8.43   23.27
   63424      12   12.84   -4.57    0.75       2    2.05    8.43   23.27
   63424      10   13.22   -3.67    0.69       3    2.05    8.43   23.27
   63424      10   13.11  -10.35    0.75       3    2.05    8.43   23.27
   57537       6    3.86  -69.47    0.94       1    2.66    8.77   25.85
   57537      16    3.39  -73.79    0.85       1    2.66    8.77   25.85
   98509       9    6.43 -122.86    0.65       3    2.80    7.08   25.44
   57537      10    2.48 -119.53    0.66       1    2.66    8.77   25.85
   57537       5    2.45   42.18    0.07       1    2.66    8.77   25.85
   57537       6    5.74  -65.09    0.99       1    2.66    8.77   25.85
   57537       4    9.90  -69.59    0.67       1    2.66    8.77   25.85
   57537       8    4.66  -41.44    0.98       1    2.66    8.77   25.85
   57537      11    2.32  170.59    0.38       1    2.66    8.77   25.85
   57537      10    1.10   -7.20    0.60       1    2.66    8.77   25.85
   57537       4    8.64   93.16    0.94       1    2.66    8.77   25.85
   33481     226    3.01 -167.94    0.08       1    2.56    7.07   22.52
   33481      35    7.44  -72.50    0.39       3    2.56    7.07   22.52
   33481      48    9.18  -75.98    0.23       3    2.56    7.07   22.52
   33481     266    6.90 -165.21    0.94       3    2.56    7.07   22.52
   61914       7    6.17  151.84    0.71       3    3.02    3.42   26.77
   61914       7    5.28  135.33    0.79       3    3.02    3.42   26.77
   61914       5   16.02  126.63    0.92       1    3.02    3.42   26.77
   33481     751    2.76 -173.17    0.10       1    2.56    7.07   22.52
   33481      12    6.21 -166.70    0.11       1    2.56    7.07   22.52
   25955      18    4.30 -173.29    0.99       1    2.94    9.10   25.34
   25955       4    7.54 -158.07    0.40       1    2.94    9.10   25.34
   25955      16    3.01 -100.14    0.88       1    2.94    9.10   25.34
   25955       6    3.07  -62.28    0.67       1    2.94    9.10   25.34
   25955       4    4.92  -59.37    0.41       1    2.94    9.10   25.34
   25955       8    4.23  -28.73    0.80       1    2.94    9.10   25.34
   25955       7    4.20   23.26    0.55       1    2.94    9.10   25.34
   25955      10    0.54 -154.00    0.94       1    2.94    9.10   25.34
   30014      11    4.47    1.95    0.94       3    2.82    7.65   25.55
   25955       7    5.89  -86.27    0.86       1    2.94    9.10   25.34
   30014       4    1.02   58.43    0.84       1    2.82    7.65   25.55
   30014       6    2.99  104.48    0.27       1    2.82    7.65   25.55
   25955       5    1.94  137.33    0.58       1    2.94    9.10   25.34
   30014       4    3.55   49.04    0.71       3    2.82    7.65   25.55
   25955       6    0.71  -72.48    0.69       1    2.94    9.10   25.34
   25955       4    7.37  -80.40    0.75       1    2.94    9.10   25.34
   25955       9    9.74  -52.08    0.77       1    2.94    9.10   25.34
   30014       8    7.71   15.34    0.86       3    2.82    7.65   25.55
   64980       6    3.13   -0.52    0.75       1    2.47    8.39   25.28
   78735      20   16.20  -31.80    0.84       3    0.23    7.65   22.85
   64980       4    0.76   29.35    0.11       1    2.47    8.39   25.28
   78735      20    6.85    2.44    0.51       3    0.23    7.65   22.85
   78735      13   12.13  -32.36    0.41       3    0.23    7.65   22.85
   82109     284    0.37 -130.64    0.15       1    0.45    7.65   22.99
   60921       5    2.16  -85.88    0.47       1    1.59    7.59   25.31
   82109       5    5.04  -75.09    0.71       3    0.45    7.65   22.99
   82109      19    4.25   -6.26    0.14       1    0.45    7.65   22.99
   97818      28    6.23  151.02    0.28       3    3.17   10.91   26.63
   85443     116    0.24 -165.86    0.13       1    0.23    7.65   22.65
   82109      67    0.14 -167.33    0.95       2    0.45    7.65   22.99
   60921       5    5.72   82.58    0.30       2    1.59    7.59   25.31
   60921      32    3.93  143.99    0.76       1    1.59    7.59   25.31
   37189       6    3.66   77.24    0.64       2    2.94    7.62   24.65
   60921      74    2.68  172.08    0.95       1    1.59    7.59   25.31
    4791     234    2.54 -167.66    0.53       1    2.90    7.14   24.25
    4791     109    2.99 -167.09    0.30       1    2.90    7.14   24.25
    4791       7    3.74  162.03    0.40       1    2.90    7.14   24.25
    4791      57    6.78  144.83    0.79       2    2.90    7.14   24.25
   28841     398    2.63 -172.12    0.39       1    2.66    7.13   24.13
   28841      26    2.16 -171.63    0.29       1    2.66    7.13   24.13
   28841       5    1.67    3.33    0.34       1    2.66    7.13   24.13
   88240    1122    3.10 -172.67    0.09       1    2.85    7.24   22.18
   43717      88   10.28  -90.60    0.25       3    2.59    7.66   22.68
   79755      73    1.85 -166.27    0.91       1    2.86    9.67   24.95
   12537    1467    3.06 -172.64    0.09       1    2.84    7.58   23.21
   61833     104    2.95 -160.26    0.38       1    3.01    9.46   23.59
   61833     300    3.31 -171.14    0.10       1    3.01    9.46   23.59
   61833      44    0.96  -60.13    0.20       1    3.01    9.46   23.59
   46837      63   11.64  172.68    0.71       2    2.81    6.45   25.89
   46837       7    1.40 -176.27    0.66       3    2.81    6.45   25.89
   61210     465    1.02 -173.70    0.13       1    1.01    7.66   24.16
   61210      86    0.57  -56.95    0.58       1    1.01    7.66   24.16
   61210     111    5.81  -73.41    0.96       2    1.01    7.66   24.16
   61210      12    2.60  148.36    0.76       1    1.01    7.66   24.16
   61210      11    0.75 -146.13    0.98       1    1.01    7.66   24.16
   61210       5    4.72  -67.90    0.79       2    1.01    7.66   24.16
   61210      49    1.96  -22.75    0.70       3    1.01    7.66   24.16
   61210       4    2.01  -34.13    0.67       1    1.01    7.66   24.16
   61210      10    0.31 -177.49    0.89       1    1.01    7.66   24.16
   61210       4    1.77   47.13    0.36       1    1.01    7.66   24.16
   61210      23    9.19   30.58    0.65       3    1.01    7.66   24.16
   61210       4    4.90    6.17    0.78       1    1.01    7.66   24.16
   80154       4    7.68  168.60    0.83       1    0.14    6.14   26.95
   80154     165    7.07  -40.35    0.52       3    0.14    6.14   26.95
   80154       4    3.39   29.16    0.70       1    0.14    6.14   26.95
   70511      71   12.09  -33.16    0.68       3    1.50    6.88   22.74
   80154       4    2.92   60.00    0.88       1    0.14    6.14   26.95
   80154      13   10.67  -12.99    0.53       3    0.14    6.14   26.95
   81458     275    3.20   30.97    0.95       3    0.10    8.74   25.89
   81458      97    9.32   21.10    0.76       3    0.10    8.74   25.89
   81458      13    0.33   70.00    0.92       1    0.10    8.74   25.89
   81458     104   11.65   25.25    0.98       3    0.10    8.74   25.89
   81458      14    1.75  136.95    0.82       1    0.10    8.74   25.89
   81458       5    6.17    5.78    0.91       1    0.10    8.74   25.89
   81458     132   14.31 -170.28    0.75       3    0.10    8.74   25.89
   81458      12    3.74 -145.53    0.85       1    0.10    8.74   25.89
   69341      10    8.46  178.28    0.77       1    2.08    7.87   26.73
   69341      14    6.28  121.81    0.79       1    2.08    7.87   26.73
   69341       5    7.90  127.29    0.87       1    2.08    7.87   26.73
   69341      10    5.55 -116.33    0.75       1    2.08    7.87   26.73
   69341       5   10.27  164.61    0.91       1    2.08    7.87   26.73
   69341      13    3.69  -70.19    0.85       1    2.08    7.87   26.73
   69341       5   10.68 -122.81    0.41       1    2.08    7.87   26.73
   69341       5   10.24  160.19    0.96       1    2.08    7.87   26.73
   69341      11    3.94 -175.35    0.56       1    2.08    7.87   26.73
   69341      10    2.49 -170.79    0.51       1    2.08    7.87   26.73
   69341       5    5.35 -179.04    0.66       1    2.08    7.87   26.73
   69341       4   10.23  178.11    0.43       1    2.08    7.87   26.73
   69341       5    1.50  112.20    0.89       1    2.08    7.87   26.73
   69341       4    3.60  133.76    0.44       1    2.08    7.87   26.73
   69341       5    0.23   -5.97    0.78       1    2.08    7.87   26.73
   69341       5    3.57   42.20    0.76       1    2.08    7.87   26.73
   69341       4    4.09   94.52    0.86       1    2.08    7.87   26.73
   38855     773    2.91 -172.92    0.09       1    2.80    7.69   22.18
    1915      41    2.16  -87.42    0.98       1    2.79    7.42   25.61
    1915      14    0.79   -0.66    0.70       1    2.79    7.42   25.61
    1915       5    1.63  -69.18    0.67       1    2.79    7.42   25.61
   38855       6    6.80  -16.06    0.93       3    2.80    7.69   22.18
    1915      12    9.00   74.25    0.75       1    2.79    7.42   25.61
   46176      21    5.35  -16.69    0.79       2    2.76    6.88   24.07
   46176       5    6.19  -60.06    0.43       2    2.76    6.88   24.07
   46176       7    5.65    9.71    0.34       2    2.76    6.88   24.07
   57191       4   10.37  -57.95    0.60       1    2.80    7.69   26.60
   65575     363    2.34 -175.36    0.17       1    2.22    3.87   23.71
   85761     202    7.27  -52.54    0.77       3    0.11    7.65   24.91
   35923     277    2.22  158.71    0.83       1    2.34    8.11   22.70
